2022-06-23 10:31:21,264 INFO ||[StartupInfoLogger.java:55][logStarting] Starting BeAtlantisApplication using Java 16.0.2 on PC-ANDREA-COTTONE with PID 16916 (C:\Users\andre\Documents\TESEO\NEW\TESEO\trunk\BE_ATLANTIS\atlantis\target\classes started by andre in C:\Users\andre\Documents\TESEO\NEW\TESEO\trunk\BE_ATLANTIS\atlantis)
2022-06-23 11:18:21,693 DEBUG||[BaseJdbcLogger.java:137][debug] ==> Parameters: -2(Long), GRP_NORMATIVA%(String)
2022-06-23 11:18:21,848 DEBUG||[BaseJdbcLogger.java:137][debug] <==      Total: 1
2022-06-23 11:18:21,857 DEBUG||[BaseJdbcLogger.java:137][debug] ==>  Preparing: select [ID_PROFILE],[ID_ELEMENT],[VALUE] from srv_profile_values where id_profile=? and ID_ELEMENT like ? and value <> 'N'
2022-06-23 11:18:21,858 DEBUG||[BaseJdbcLogger.java:137][debug] ==> Parameters: -2(Long), GRP_AG%(String)
2022-06-23 11:18:21,860 DEBUG||[BaseJdbcLogger.java:137][debug] <==      Total: 1
2022-06-23 11:18:21,862 DEBUG||[BaseJdbcLogger.java:137][debug] ==>  Preparing: select [ID_PROFILE],[ID_ELEMENT],[VALUE] from srv_profile_values where id_profile=? and ID_ELEMENT like ? and value <> 'N'
2022-06-23 11:18:21,863 DEBUG||[BaseJdbcLogger.java:137][debug] ==> Parameters: -2(Long), GRP_AG%(String)
2022-06-23 11:18:21,865 DEBUG||[BaseJdbcLogger.java:137][debug] <==      Total: 1
2022-06-23 11:18:21,866 DEBUG||[BaseJdbcLogger.java:137][debug] ==>  Preparing: select [ID_PROFILE],[ID_ELEMENT],[VALUE] from srv_profile_values where id_profile=? and ID_ELEMENT like ? and value <> 'N'
2022-06-23 11:18:21,867 DEBUG||[BaseJdbcLogger.java:137][debug] ==> Parameters: -2(Long), GRP_AZ%(String)
2022-06-23 11:18:21,869 DEBUG||[BaseJdbcLogger.java:137][debug] <==      Total: 1
2022-06-23 11:18:21,870 DEBUG||[BaseJdbcLogger.java:137][debug] ==>  Preparing: select [ID_PROFILE],[ID_ELEMENT],[VALUE] from srv_profile_values where id_profile=? and ID_ELEMENT like ? and value <> 'N'
2022-06-23 11:18:21,871 DEBUG||[BaseJdbcLogger.java:137][debug] ==> Parameters: -2(Long), GRP_AZ%(String)
2022-06-23 11:18:21,871 DEBUG||[BaseJdbcLogger.java:137][debug] <==      Total: 1
2022-06-23 11:18:21,873 DEBUG||[BaseJdbcLogger.java:137][debug] ==>  Preparing: select [ID_PROFILE],[ID_ELEMENT],[VALUE] from srv_profile_values where id_profile=? and ID_ELEMENT like ? and value <> 'N'
2022-06-23 11:18:21,873 DEBUG||[BaseJdbcLogger.java:137][debug] ==> Parameters: -2(Long), GRP_VRP%(String)
2022-06-23 11:18:21,874 DEBUG||[BaseJdbcLogger.java:137][debug] <==      Total: 1
2022-06-23 11:18:21,876 DEBUG||[BaseJdbcLogger.java:137][debug] ==>  Preparing: select [ID_PROFILE],[ID_ELEMENT],[VALUE] from srv_profile_values where id_profile=? and ID_ELEMENT like ? and value <> 'N'
2022-06-23 11:18:21,877 DEBUG||[BaseJdbcLogger.java:137][debug] ==> Parameters: -2(Long), GRP_VRP%(String)
2022-06-23 11:18:21,877 DEBUG||[BaseJdbcLogger.java:137][debug] <==      Total: 1
2022-06-23 11:18:21,879 DEBUG||[BaseJdbcLogger.java:137][debug] ==>  Preparing: select [ID_PROFILE],[ID_ELEMENT],[VALUE] from srv_profile_values where id_profile=? and ID_ELEMENT like ? and value <> 'N'
2022-06-23 11:18:21,880 DEBUG||[BaseJdbcLogger.java:137][debug] ==> Parameters: -2(Long), GRP_GC_SSL%(String)
2022-06-23 11:18:21,884 DEBUG||[BaseJdbcLogger.java:137][debug] <==      Total: 1
2022-06-23 11:18:21,885 DEBUG||[BaseJdbcLogger.java:137][debug] ==>  Preparing: select [ID_PROFILE],[ID_ELEMENT],[VALUE] from srv_profile_values where id_profile=? and ID_ELEMENT like ? and value <> 'N'
2022-06-23 11:18:21,886 DEBUG||[BaseJdbcLogger.java:137][debug] ==> Parameters: -2(Long), GRP_GC_SSL%(String)
2022-06-23 11:18:21,888 DEBUG||[BaseJdbcLogger.java:137][debug] <==      Total: 1
2022-06-23 11:18:21,889 DEBUG||[BaseJdbcLogger.java:137][debug] ==>  Preparing: select [ID_PROFILE],[ID_ELEMENT],[VALUE] from srv_profile_values where id_profile=? and ID_ELEMENT like ? and value <> 'N'
2022-06-23 11:18:21,890 DEBUG||[BaseJdbcLogger.java:137][debug] <==      Total: 1
2022-06-23 11:18:21,890 DEBUG||[BaseJdbcLogger.java:137][debug] ==> Parameters: -2(Long), GRP_DO%(String)
2022-06-23 11:18:21,891 DEBUG||[BaseJdbcLogger.java:137][debug] ==>  Preparing: select [ID_PROFILE],[ID_ELEMENT],[VALUE] from srv_profile_values where id_profile=? and ID_ELEMENT like ? and value <> 'N'
2022-06-23 11:18:21,893 DEBUG||[BaseJdbcLogger.java:137][debug] ==> Parameters: -2(Long), GRP_DO%(String)
2022-06-23 11:18:21,895 DEBUG||[BaseJdbcLogger.java:137][debug] <==      Total: 2
2022-06-23 11:18:21,896 DEBUG||[BaseJdbcLogger.java:137][debug] ==>  Preparing: select [ID_PROFILE],[ID_ELEMENT],[VALUE] from srv_profile_values where id_profile=? and ID_ELEMENT like ? and value <> 'N'
2022-06-23 11:18:21,897 DEBUG||[BaseJdbcLogger.java:137][debug] ==> Parameters: -2(Long), GRP_DOC_SSL%(String)
2022-06-23 11:18:21,900 DEBUG||[BaseJdbcLogger.java:137][debug] <==      Total: 2
2022-06-23 11:18:21,903 DEBUG||[BaseJdbcLogger.java:137][debug] ==>  Preparing: select [ID_PROFILE],[ID_ELEMENT],[VALUE] from srv_profile_values where id_profile=? and ID_ELEMENT like ? and value <> 'N'
2022-06-23 11:18:21,904 DEBUG||[BaseJdbcLogger.java:137][debug] ==> Parameters: -2(Long), GRP_DOC_SSL%(String)
2022-06-23 11:18:21,906 DEBUG||[BaseJdbcLogger.java:137][debug] <==      Total: 1
2022-06-23 11:18:21,907 DEBUG||[BaseJdbcLogger.java:137][debug] ==>  Preparing: select [ID_PROFILE],[ID_ELEMENT],[VALUE] from srv_profile_values where id_profile=? and ID_ELEMENT like ? and value <> 'N'
2022-06-23 11:18:21,908 DEBUG||[BaseJdbcLogger.java:137][debug] ==> Parameters: -2(Long), GRP_MIF%(String)
2022-06-23 11:18:21,910 DEBUG||[BaseJdbcLogger.java:137][debug] <==      Total: 1
2022-06-23 11:18:21,911 DEBUG||[BaseJdbcLogger.java:137][debug] <==      Total: 1
2022-06-23 11:18:21,913 DEBUG||[BaseJdbcLogger.java:137][debug] ==>  Preparing: select [ID_PROFILE],[ID_ELEMENT],[VALUE] from srv_profile_values where id_profile=? and ID_ELEMENT like ? and value <> 'N'
2022-06-23 11:18:21,914 DEBUG||[BaseJdbcLogger.java:137][debug] ==> Parameters: -2(Long), GRP_GSD%(String)
2022-06-23 11:18:21,916 DEBUG||[BaseJdbcLogger.java:137][debug] ==>  Preparing: select [ID_PROFILE],[ID_ELEMENT],[VALUE] from srv_profile_values where id_profile=? and ID_ELEMENT like ? and value <> 'N'
2022-06-23 11:18:21,917 DEBUG||[BaseJdbcLogger.java:137][debug] ==> Parameters: -2(Long), GRP_MIF%(String)
2022-06-23 11:18:21,921 DEBUG||[BaseJdbcLogger.java:137][debug] <==      Total: 0
2022-06-23 11:18:21,922 DEBUG||[BaseJdbcLogger.java:137][debug] ==>  Preparing: select [ID_PROFILE],[ID_ELEMENT],[VALUE] from srv_profile_values where id_profile=? and ID_ELEMENT like ? and value <> 'N'
2022-06-23 11:18:21,924 DEBUG||[BaseJdbcLogger.java:137][debug] ==> Parameters: -2(Long), GRP_AS%(String)
2022-06-23 11:18:21,935 DEBUG||[BaseJdbcLogger.java:137][debug] <==      Total: 1
2022-06-23 11:18:21,938 DEBUG||[BaseJdbcLogger.java:137][debug] ==>  Preparing: select [ID_PROFILE],[ID_ELEMENT],[VALUE] from srv_profile_values where id_profile=? and ID_ELEMENT like ? and value <> 'N'
2022-06-23 11:18:21,938 DEBUG||[BaseJdbcLogger.java:137][debug] ==> Parameters: -2(Long), GRP_GSD%(String)
2022-06-23 11:18:21,944 DEBUG||[BaseJdbcLogger.java:137][debug] <==      Total: 0
2022-06-23 11:18:21,943 DEBUG||[BaseJdbcLogger.java:137][debug] <==      Total: 1
2022-06-23 11:18:21,945 DEBUG||[BaseJdbcLogger.java:137][debug] ==>  Preparing: select [ID_PROFILE],[ID_ELEMENT],[VALUE] from srv_profile_values where id_profile=? and ID_ELEMENT like ? and value <> 'N'
2022-06-23 11:18:21,946 DEBUG||[BaseJdbcLogger.java:137][debug] ==>  Preparing: select [ID_PROFILE],[ID_ELEMENT],[VALUE] from srv_profile_values where id_profile=? and ID_ELEMENT like ? and value <> 'N'
2022-06-23 11:18:21,946 DEBUG||[BaseJdbcLogger.java:137][debug] ==> Parameters: -2(Long), GRP_AMM%(String)
2022-06-23 11:18:21,947 DEBUG||[BaseJdbcLogger.java:137][debug] ==> Parameters: -2(Long), GRP_AS%(String)
2022-06-23 11:18:21,950 DEBUG||[BaseJdbcLogger.java:137][debug] <==      Total: 1
2022-06-23 11:18:21,952 DEBUG||[BaseJdbcLogger.java:137][debug] ==>  Preparing: select [ID_PROFILE],[ID_ELEMENT],[VALUE] from srv_profile_values where id_profile=? and ID_ELEMENT like ? and value <> 'N'
2022-06-23 11:18:21,954 DEBUG||[BaseJdbcLogger.java:137][debug] ==> Parameters: -2(Long), GRP_UTL%(String)
2022-06-23 11:18:21,956 DEBUG||[BaseJdbcLogger.java:137][debug] <==      Total: 1
2022-06-23 11:18:21,958 DEBUG||[BaseJdbcLogger.java:137][debug] ==>  Preparing: select [ID_PROFILE],[ID_ELEMENT],[VALUE] from srv_profile_values where id_profile=? and ID_ELEMENT like ? and value <> 'N'
2022-06-23 11:18:21,959 DEBUG||[BaseJdbcLogger.java:137][debug] ==> Parameters: -2(Long), GRP_AMM%(String)
2022-06-23 11:18:21,968 DEBUG||[BaseJdbcLogger.java:137][debug] <==      Total: 1
2022-06-23 11:18:21,971 DEBUG||[BaseJdbcLogger.java:137][debug] ==>  Preparing: SELECT [ID_NUM],[NOME],[DESCRIZIONE],[POSITION],[URL],[ACTIVE],[ICON],[TITLE],[LABEL] FROM [ATLANTIS_NEW].[dbo].[FIX_PROFILE_ITEMS] where active!='N' AND nome like ? and nome not like ? order by position
2022-06-23 11:18:21,972 DEBUG||[BaseJdbcLogger.java:137][debug] ==> Parameters: GRP_NORMATIVA.%(String), GRP_NORMATIVA.%.%(String)
2022-06-23 11:18:21,982 DEBUG||[BaseJdbcLogger.java:137][debug] <==      Total: 1
2022-06-23 11:18:21,984 DEBUG||[BaseJdbcLogger.java:137][debug] ==>  Preparing: select [ID_PROFILE],[ID_ELEMENT],[VALUE] from srv_profile_values where id_profile=? and ID_ELEMENT like ? and value <> 'N'
2022-06-23 11:18:21,985 DEBUG||[BaseJdbcLogger.java:137][debug] ==> Parameters: -2(Long), GRP_UTL%(String)
2022-06-23 11:18:21,993 DEBUG||[BaseJdbcLogger.java:137][debug] <==      Total: 1
2022-06-23 11:18:21,995 DEBUG||[BaseJdbcLogger.java:137][debug] ==>  Preparing: SELECT [ID_NUM],[NOME],[DESCRIZIONE],[POSITION],[URL],[ACTIVE],[ICON],[TITLE],[LABEL] FROM [ATLANTIS_NEW].[dbo].[FIX_PROFILE_ITEMS] where active!='N' AND nome like ? and nome not like ? order by position
2022-06-23 11:18:21,996 DEBUG||[BaseJdbcLogger.java:137][debug] ==> Parameters: GRP_NORMATIVA.%(String), GRP_NORMATIVA.%.%(String)
2022-06-23 11:18:22,021 DEBUG||[BaseJdbcLogger.java:137][debug] <==      Total: 2
2022-06-23 11:18:22,024 DEBUG||[BaseJdbcLogger.java:137][debug] ==>  Preparing: SELECT [ID_NUM],[NOME],[DESCRIZIONE],[POSITION],[URL],[ACTIVE],[ICON],[TITLE],[LABEL] FROM [ATLANTIS_NEW].[dbo].[FIX_PROFILE_ITEMS] where active!='N' AND nome like ? and nome not like ? order by position
2022-06-23 11:18:22,026 DEBUG||[BaseJdbcLogger.java:137][debug] ==> Parameters: GRP_AG.%(String), GRP_AG.%.%(String)
2022-06-23 11:18:22,029 DEBUG||[BaseJdbcLogger.java:137][debug] <==      Total: 2
2022-06-23 11:18:22,031 DEBUG||[BaseJdbcLogger.java:137][debug] ==>  Preparing: SELECT [ID_NUM],[NOME],[DESCRIZIONE],[POSITION],[URL],[ACTIVE],[ICON],[TITLE],[LABEL] FROM [ATLANTIS_NEW].[dbo].[FIX_PROFILE_ITEMS] where active!='N' AND nome like ? and nome not like ? order by position
2022-06-23 11:18:22,032 DEBUG||[BaseJdbcLogger.java:137][debug] ==> Parameters: GRP_AG.%(String), GRP_AG.%.%(String)
2022-06-23 11:18:22,048 DEBUG||[BaseJdbcLogger.java:137][debug] <==      Total: 17
2022-06-23 11:18:22,050 DEBUG||[BaseJdbcLogger.java:137][debug] ==>  Preparing: SELECT [ID_NUM],[NOME],[DESCRIZIONE],[POSITION],[URL],[ACTIVE],[ICON],[TITLE],[LABEL] FROM [ATLANTIS_NEW].[dbo].[FIX_PROFILE_ITEMS] where active!='N' AND nome like ? and nome not like ? order by position
2022-06-23 11:18:22,050 DEBUG||[BaseJdbcLogger.java:137][debug] ==> Parameters: GRP_AZ.%(String), GRP_AZ.%.%(String)
2022-06-23 11:18:22,051 DEBUG||[BaseJdbcLogger.java:137][debug] <==      Total: 17
2022-06-23 11:18:22,055 DEBUG||[BaseJdbcLogger.java:137][debug] ==>  Preparing: SELECT [ID_NUM],[NOME],[DESCRIZIONE],[POSITION],[URL],[ACTIVE],[ICON],[TITLE],[LABEL] FROM [ATLANTIS_NEW].[dbo].[FIX_PROFILE_ITEMS] where active!='N' AND nome like ? and nome not like ? order by position
2022-06-23 11:18:22,055 DEBUG||[BaseJdbcLogger.java:137][debug] ==> Parameters: GRP_AZ.%(String), GRP_AZ.%.%(String)
2022-06-23 11:18:22,132 DEBUG||[BaseJdbcLogger.java:137][debug] <==      Total: 17
2022-06-23 11:18:22,135 DEBUG||[BaseJdbcLogger.java:137][debug] ==>  Preparing: SELECT [ID_NUM],[NOME],[DESCRIZIONE],[POSITION],[URL],[ACTIVE],[ICON],[TITLE],[LABEL] FROM [ATLANTIS_NEW].[dbo].[FIX_PROFILE_ITEMS] where active!='N' AND nome like ? and nome not like ? order by position
2022-06-23 11:18:22,136 DEBUG||[BaseJdbcLogger.java:137][debug] ==> Parameters: GRP_VRP.%(String), GRP_VRP.%.%(String)
2022-06-23 11:18:22,140 DEBUG||[BaseJdbcLogger.java:137][debug] <==      Total: 17
2022-06-23 11:18:22,142 DEBUG||[BaseJdbcLogger.java:137][debug] ==>  Preparing: SELECT [ID_NUM],[NOME],[DESCRIZIONE],[POSITION],[URL],[ACTIVE],[ICON],[TITLE],[LABEL] FROM [ATLANTIS_NEW].[dbo].[FIX_PROFILE_ITEMS] where active!='N' AND nome like ? and nome not like ? order by position
2022-06-23 11:18:22,143 DEBUG||[BaseJdbcLogger.java:137][debug] ==> Parameters: GRP_VRP.%(String), GRP_VRP.%.%(String)
2022-06-23 11:18:22,178 DEBUG||[BaseJdbcLogger.java:137][debug] <==      Total: 9
2022-06-23 11:18:22,180 DEBUG||[BaseJdbcLogger.java:137][debug] ==>  Preparing: SELECT [ID_NUM],[NOME],[DESCRIZIONE],[POSITION],[URL],[ACTIVE],[ICON],[TITLE],[LABEL] FROM [ATLANTIS_NEW].[dbo].[FIX_PROFILE_ITEMS] where active!='N' AND nome like ? and nome not like ? order by position
2022-06-23 11:18:22,182 DEBUG||[BaseJdbcLogger.java:137][debug] ==> Parameters: GRP_GC_SSL.%(String), GRP_GC_SSL.%.%(String)
2022-06-23 11:18:22,192 DEBUG||[BaseJdbcLogger.java:137][debug] <==      Total: 9
2022-06-23 11:18:22,197 DEBUG||[BaseJdbcLogger.java:137][debug] ==>  Preparing: SELECT [ID_NUM],[NOME],[DESCRIZIONE],[POSITION],[URL],[ACTIVE],[ICON],[TITLE],[LABEL] FROM [ATLANTIS_NEW].[dbo].[FIX_PROFILE_ITEMS] where active!='N' AND nome like ? and nome not like ? order by position
2022-06-23 11:18:22,198 DEBUG||[BaseJdbcLogger.java:137][debug] ==> Parameters: GRP_GC_SSL.%(String), GRP_GC_SSL.%.%(String)
2022-06-23 11:18:22,205 DEBUG||[BaseJdbcLogger.java:137][debug] <==      Total: 10
2022-06-23 11:18:22,208 DEBUG||[BaseJdbcLogger.java:137][debug] ==>  Preparing: SELECT [ID_NUM],[NOME],[DESCRIZIONE],[POSITION],[URL],[ACTIVE],[ICON],[TITLE],[LABEL] FROM [ATLANTIS_NEW].[dbo].[FIX_PROFILE_ITEMS] where active!='N' AND nome like ? and nome not like ? order by position
2022-06-23 11:18:22,209 DEBUG||[BaseJdbcLogger.java:137][debug] ==> Parameters: GRP_DO.%(String), GRP_DO.%.%(String)
2022-06-23 11:18:22,219 DEBUG||[BaseJdbcLogger.java:137][debug] <==      Total: 10
2022-06-23 11:18:22,223 DEBUG||[BaseJdbcLogger.java:137][debug] ==>  Preparing: SELECT [ID_NUM],[NOME],[DESCRIZIONE],[POSITION],[URL],[ACTIVE],[ICON],[TITLE],[LABEL] FROM [ATLANTIS_NEW].[dbo].[FIX_PROFILE_ITEMS] where active!='N' AND nome like ? and nome not like ? order by position
2022-06-23 11:18:22,224 DEBUG||[BaseJdbcLogger.java:137][debug] ==> Parameters: GRP_DO.%(String), GRP_DO.%.%(String)
2022-06-23 11:18:22,244 DEBUG||[BaseJdbcLogger.java:137][debug] <==      Total: 9
2022-06-23 11:18:22,245 DEBUG||[BaseJdbcLogger.java:137][debug] ==>  Preparing: SELECT [ID_NUM],[NOME],[DESCRIZIONE],[POSITION],[URL],[ACTIVE],[ICON],[TITLE],[LABEL] FROM [ATLANTIS_NEW].[dbo].[FIX_PROFILE_ITEMS] where active!='N' AND nome like ? and nome not like ? order by position
2022-06-23 11:18:22,246 DEBUG||[BaseJdbcLogger.java:137][debug] ==> Parameters: GRP_DOC_SSL.%(String), GRP_DOC_SSL.%.%(String)
2022-06-23 11:18:22,249 DEBUG||[BaseJdbcLogger.java:137][debug] <==      Total: 9
2022-06-23 11:18:22,250 DEBUG||[BaseJdbcLogger.java:137][debug] ==>  Preparing: SELECT [ID_NUM],[NOME],[DESCRIZIONE],[POSITION],[URL],[ACTIVE],[ICON],[TITLE],[LABEL] FROM [ATLANTIS_NEW].[dbo].[FIX_PROFILE_ITEMS] where active!='N' AND nome like ? and nome not like ? order by position
2022-06-23 11:18:22,251 DEBUG||[BaseJdbcLogger.java:137][debug] ==> Parameters: GRP_DOC_SSL.%(String), GRP_DOC_SSL.%.%(String)
2022-06-23 11:18:22,282 DEBUG||[BaseJdbcLogger.java:137][debug] <==      Total: 0
2022-06-23 11:18:22,283 DEBUG||[BaseJdbcLogger.java:137][debug] ==>  Preparing: SELECT [ID_NUM],[NOME],[DESCRIZIONE],[POSITION],[URL],[ACTIVE],[ICON],[TITLE],[LABEL] FROM [ATLANTIS_NEW].[dbo].[FIX_PROFILE_ITEMS] where active!='N' AND nome like ? and nome not like ? order by position
2022-06-23 11:18:22,284 DEBUG||[BaseJdbcLogger.java:137][debug] ==> Parameters: GRP_MIF.%(String), GRP_MIF.%.%(String)
2022-06-23 11:18:22,288 DEBUG||[BaseJdbcLogger.java:137][debug] <==      Total: 0
2022-06-23 11:18:22,289 DEBUG||[BaseJdbcLogger.java:137][debug] ==>  Preparing: SELECT [ID_NUM],[NOME],[DESCRIZIONE],[POSITION],[URL],[ACTIVE],[ICON],[TITLE],[LABEL] FROM [ATLANTIS_NEW].[dbo].[FIX_PROFILE_ITEMS] where active!='N' AND nome like ? and nome not like ? order by position
2022-06-23 11:18:22,289 DEBUG||[BaseJdbcLogger.java:137][debug] ==> Parameters: GRP_MIF.%(String), GRP_MIF.%.%(String)
2022-06-23 11:18:22,293 DEBUG||[BaseJdbcLogger.java:137][debug] <==      Total: 9
2022-06-23 11:18:22,294 DEBUG||[BaseJdbcLogger.java:137][debug] ==>  Preparing: SELECT [ID_NUM],[NOME],[DESCRIZIONE],[POSITION],[URL],[ACTIVE],[ICON],[TITLE],[LABEL] FROM [ATLANTIS_NEW].[dbo].[FIX_PROFILE_ITEMS] where active!='N' AND nome like ? and nome not like ? order by position
2022-06-23 11:18:22,295 DEBUG||[BaseJdbcLogger.java:137][debug] ==> Parameters: GRP_AS.%(String), GRP_AS.%.%(String)
2022-06-23 11:18:22,366 DEBUG||[BaseJdbcLogger.java:137][debug] <==      Total: 0
2022-06-23 11:18:22,367 DEBUG||[BaseJdbcLogger.java:137][debug] <==      Total: 9
2022-06-23 11:18:22,369 DEBUG||[BaseJdbcLogger.java:137][debug] ==>  Preparing: SELECT [ID_NUM],[NOME],[DESCRIZIONE],[POSITION],[URL],[ACTIVE],[ICON],[TITLE],[LABEL] FROM [ATLANTIS_NEW].[dbo].[FIX_PROFILE_ITEMS] where active!='N' AND nome like ? and nome not like ? order by position
2022-06-23 11:18:22,368 DEBUG||[BaseJdbcLogger.java:137][debug] ==>  Preparing: SELECT [ID_NUM],[NOME],[DESCRIZIONE],[POSITION],[URL],[ACTIVE],[ICON],[TITLE],[LABEL] FROM [ATLANTIS_NEW].[dbo].[FIX_PROFILE_ITEMS] where active!='N' AND nome like ? and nome not like ? order by position
2022-06-23 11:18:22,371 DEBUG||[BaseJdbcLogger.java:137][debug] ==> Parameters: GRP_AMM.%(String), GRP_AMM.%.%(String)
